line,trip,hour,num_val,output_escalator_count,output_doors_count,output_turnstile_count,input_turnstile_total_bandwidth,input_turnstile_count,input_doors_count,entry_id,year,month,day,cluster
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,12.0,873.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,4,0
АРБАТСК-ПОКРОВСК,Митино - Митино,13.0,220.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,2,21,0
СОКОЛЬНИЧЕСКАЯ,Филатов луг - Филатов луг,1.0,2.0,,,,,,,,2023,2,5,2
МЦК,Пл. Гагарина МЦК - Пл. Гагарина МЦК,18.0,912.0,,,,,,,,2023,7,31,0
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,15.0,1293.0,0.0,3.0,0.0,7.0,7.0,3.0,2.0,2023,2,22,0
КАЛУЖСКО-РИЖСКАЯ,Китай-город КРЛ - Китай-город КРЛ,22.0,1185.0,0.0,5.0,0.0,8.0,8.0,5.0,1.0,2023,1,9,0
КАЛУЖСКО-РИЖСКАЯ,Октябрьская КРЛ - Октябрьская КРЛ,11.0,438.0,0.0,3.0,0.0,5.0,5.0,3.0,5.0,2023,5,11,0
БКЛ,Воронцовская - Воронцовская,12.0,484.0,,,,,,,,2023,5,3,0
БКЛ,Дел. центр БКЛ - Дел. центр БКЛ,23.0,54.0,,,,,,,,2023,2,26,0
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,5.0,29.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,2,23,2
КОЛЬЦЕВАЯ,Киевская КЛ - Киевская КЛ,6.0,409.0,0.0,4.0,9.0,9.0,9.0,4.0,5.0,2023,5,13,2
АРБАТСК-ПОКРОВСК,Митино - Митино,16.0,816.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,5,23,0
ФИЛЁВСКАЯ,Смоленская М/З - Смоленская М/З,8.0,299.0,,,,,,,,2023,2,20,2
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,6.0,342.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,5,13,1
АРБАТСК-ПОКРОВСК,Арбатская АПЛ - Арбатская АПЛ,7.0,208.0,0.0,4.0,5.0,6.0,6.0,4.0,5.0,2023,5,29,2
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,11.0,666.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,5,2,0
ЗАМОСКВОРЕЦКАЯ,Маяковская - Маяковская,13.0,284.0,0.0,4.0,0.0,9.0,9.0,0.0,2.0,2023,1,5,0
ТАГАНСК-КРАСНОПР,Жулебино - Жулебино,9.0,1029.0,,,,,,,,2023,6,2,0
БКЛ,Текстильщики БКЛ - Текстильщики БКЛ,8.0,6.0,,,,,,,,2023,5,9,2
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,14.0,347.0,0.0,6.0,5.0,9.0,9.0,4.0,13.0,2023,7,21,1
ЗАМОСКВОРЕЦКАЯ,Алма-Атинская - Алма-Атинская,22.0,30.0,,,,,,,,2023,6,20,0
ЛЮБЛИНСКАЯ,Фонвизинская - Фонвизинская,11.0,299.0,,,,,,,,2023,1,29,2
КАЛУЖСКО-РИЖСКАЯ,Октябрьская КРЛ - Октябрьская КРЛ,15.0,681.0,0.0,3.0,0.0,5.0,5.0,3.0,5.0,2023,7,26,0
БКЛ,Народное Ополч-е - Народное Ополч-е,23.0,154.0,,,,,,,,2023,1,21,0
БКЛ,Терехово - Терехово,21.0,16.0,,,,,,,,2023,2,5,0
МЦК,Верхн. Котлы МЦК - Верхн. Котлы МЦК,23.0,123.0,,,,,,,,2023,1,17,0
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,18.0,675.0,0.0,3.0,5.0,5.0,5.0,3.0,2.0,2023,7,8,0
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,17.0,289.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,7,22,0
БКЛ,Дел. центр БКЛ - Дел. центр БКЛ,5.0,35.0,,,,,,,,2023,8,13,2
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,15.0,263.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,5,15,1
БКЛ,Шелепиха - Шелепиха,20.0,585.0,,,,,,,,2023,3,22,0
СЕРПУХОВ-ТИМИРЯЗ,Боровицкая - Боровицкая,11.0,86.0,0.0,4.0,3.0,8.0,8.0,6.0,5.0,2023,7,30,2
СЕРПУХОВ-ТИМИРЯЗ,Чертановская - Чертановская,14.0,587.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,3,16,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,12.0,826.0,0.0,4.0,4.0,8.0,8.0,4.0,13.0,2023,6,12,1
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,12.0,891.0,0.0,4.0,4.0,7.0,7.0,4.0,1.0,2023,4,3,0
НЕКРАСОВСКАЯ,Нижегородская - Нижегородская,0.0,148.0,,,,,,,,2023,4,30,2
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,15.0,523.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,2023,1,29,0
ФИЛЁВСКАЯ,Фили - Фили,6.0,126.0,0.0,6.0,12.0,5.0,5.0,3.0,4.0,2023,7,21,2
СОКОЛЬНИЧЕСКАЯ,Лубянка - Лубянка,14.0,265.0,0.0,4.0,0.0,7.0,7.0,4.0,1.0,2023,6,25,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,1,25,2
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,4.0,2.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,3,9,2
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,5.0,343.0,0.0,4.0,5.0,8.0,8.0,4.0,4.0,2023,5,10,2
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,0.0,69.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,6,18,2
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,3.0,2.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,1,7,2
БКЛ,Каховская - Каховская,0.0,62.0,0.0,4.0,6.0,8.0,8.0,4.0,2.0,2023,8,18,2
СЕРПУХОВ-ТИМИРЯЗ,Южная - Южная,23.0,104.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,1,4,0
ЗАМОСКВОРЕЦКАЯ,Красногвардейск. - Красногвардейск.,22.0,59.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,21,0
АРБАТСК-ПОКРОВСК,Строгино - Строгино,7.0,1248.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,1,26,1
БКЛ,Дел. центр БКЛ - Дел. центр БКЛ,11.0,66.0,,,,,,,,2023,4,15,2
ТАГАНСК-КРАСНОПР,Пролетарская - Пролетарская,10.0,754.0,0.0,4.0,0.0,8.0,8.0,4.0,3.0,2023,5,15,0
СОКОЛЬНИЧЕСКАЯ,Охотный ряд - Охотный ряд,6.0,47.0,0.0,4.0,0.0,11.0,11.0,4.0,1.0,2023,3,23,2
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,9.0,321.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,8,14,2
СЕРПУХОВ-ТИМИРЯЗ,Нахимовский пр-т - Нахимовский пр-т,6.0,111.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,1,5,2
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,21.0,711.0,1.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,3,19,0
ЛЮБЛИНСКАЯ,Люблино - Люблино,6.0,1474.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,6,26,1
МИНИМЕТРО,Выставочная - Выставочная,22.0,194.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,2023,6,4,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,20.0,717.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,5,4,0
СЕРПУХОВ-ТИМИРЯЗ,Севастопольская - Севастопольская,5.0,45.0,0.0,4.0,5.0,8.0,8.0,4.0,5.0,2023,4,30,2
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,16.0,941.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,22,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,23.0,144.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,3,23,0
АРБАТСК-ПОКРОВСК,Митино - Митино,17.0,230.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,3,8,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,19.0,1081.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,5,23,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,15.0,728.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,6,5,0
АРБАТСК-ПОКРОВСК,Волоколамская - Волоколамская,14.0,312.0,0.0,0.0,6.0,9.0,9.0,4.0,0.0,2023,6,18,0
СОЛНЦЕВСКАЯ ЛИН.,Говорово - Говорово,19.0,570.0,,,,,,,,2023,8,10,0
ТАГАНСК-КРАСНОПР,Улица 1905 года - Улица 1905 года,23.0,788.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,7,20,1
ТАГАНСК-КРАСНОПР,Жулебино - Жулебино,4.0,1.0,,,,,,,,2023,4,5,2
МЦК,Владыкино МЦК - Владыкино МЦК,5.0,116.0,,,,,,,,2023,5,24,2
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,14.0,1380.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,6,6,0
БКЛ,Сокольники БКЛ - Сокольники БКЛ,0.0,27.0,,,,,,,,2023,5,5,2
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,12.0,459.0,0.0,3.0,0.0,6.0,6.0,3.0,3.0,2023,6,27,0
АРБАТСК-ПОКРОВСК,Строгино - Строгино,16.0,397.0,0.0,4.0,5.0,11.0,11.0,4.0,4.0,2023,6,4,1
КАЛУЖСКО-РИЖСКАЯ,Ботанический сад - Ботанический сад,18.0,1405.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,8,8,0
МЦК,Шелепиха МЦК - Шелепиха МЦК,8.0,1144.0,,,,,,,,2023,6,28,0
ТАГАНСК-КРАСНОПР,Улица 1905 года - Улица 1905 года,20.0,596.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,2,6,1
АРБАТСК-ПОКРОВСК,Строгино - Строгино,16.0,394.0,0.0,4.0,5.0,11.0,11.0,4.0,4.0,2023,7,1,1
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,6.0,39.0,,,,,,,,2023,5,13,2
ЗАМОСКВОРЕЦКАЯ,Алма-Атинская - Алма-Атинская,23.0,20.0,,,,,,,,2023,8,3,0
ЛЮБЛИНСКАЯ,Селигерская - Селигерская,5.0,126.0,,,,,,,,2023,8,6,2
МЦК,Владыкино МЦК - Владыкино МЦК,23.0,253.0,,,,,,,,2023,3,7,0
ЗАМОСКВОРЕЦКАЯ,Красногвардейск. - Красногвардейск.,21.0,89.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,8,0
АРБАТСК-ПОКРОВСК,Митино - Митино,15.0,1078.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,3,25,0
БУТОВСКАЯ ЛИНИЯ,Ул. Скобелевская - Ул. Скобелевская,6.0,422.0,0.0,3.0,8.0,4.0,4.0,3.0,12.0,2023,3,18,2
ТАГАНСК-КРАСНОПР,Выхино - Выхино,23.0,251.0,0.0,0.0,0.0,15.0,15.0,4.0,4.0,2023,2,4,1
ЗАМОСКВОРЕЦКАЯ,Ховрино - Ховрино,19.0,936.0,,,,,,,,2023,7,22,0
БКЛ,Аминьевская - Аминьевская,10.0,316.0,,,,,,,,2023,5,1,2
КАЛУЖСКО-РИЖСКАЯ,Профсоюзная - Профсоюзная,13.0,444.0,0.0,3.0,0.0,5.0,5.0,3.0,2.0,2023,7,30,0
ЛЮБЛИНСКАЯ,Волжская - Волжская,16.0,140.0,0.0,3.0,5.0,10.0,10.0,3.0,12.0,2023,7,24,1
СОКОЛЬНИЧЕСКАЯ,Преображенск. пл - Преображенск. пл,11.0,932.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,3,24,0
БКЛ,Хорошёвская - Хорошёвская,22.0,377.0,,,,,,,,2023,3,6,0
ЛЮБЛИНСКАЯ,Люблино - Люблино,22.0,235.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,7,1,1
ТАГАНСК-КРАСНОПР,Спартак - Спартак,8.0,148.0,,,,,,,,2023,5,3,2
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,14.0,669.0,0.0,4.0,5.0,8.0,8.0,4.0,4.0,2023,1,3,0
КАЛУЖСКО-РИЖСКАЯ,Коньково - Коньково,17.0,619.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,25,0
СОКОЛЬНИЧЕСКАЯ,Лубянка - Лубянка,23.0,325.0,0.0,4.0,0.0,7.0,7.0,4.0,1.0,2023,1,20,0
СЕРПУХОВ-ТИМИРЯЗ,Тимирязевская - Тимирязевская,15.0,997.0,0.0,5.0,8.0,13.0,13.0,5.0,5.0,2023,4,4,1
ЛЮБЛИНСКАЯ,Люблино - Люблино,8.0,972.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,8,20,1
БКЛ,Каховская - Каховская,8.0,268.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,1,6,2
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,0.0,73.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,5,13,2
СЕРПУХОВ-ТИМИРЯЗ,Чертановская - Чертановская,17.0,525.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,1,4,0
АРБАТСК-ПОКРОВСК,Пл. Революции - Пл. Революции,21.0,624.0,0.0,6.0,8.0,13.0,13.0,4.0,3.0,2023,2,13,1
АРБАТСК-ПОКРОВСК,Пятницкое шоссе - Пятницкое шоссе,22.0,28.0,,,,,,,,2023,1,31,0
ЛЮБЛИНСКАЯ,Марьино - Марьино,17.0,1126.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,4,17,1
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,0.0,24.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,1,11,2
СОЛНЦЕВСКАЯ ЛИН.,Дел. центр СолЛ - Дел. центр СолЛ,12.0,367.0,,,,,,,,2023,7,19,0
НЕКРАСОВСКАЯ,Лухмановская - Лухмановская,5.0,246.0,,,,,,,,2023,4,5,2
СОКОЛЬНИЧЕСКАЯ,Охотный ряд - Охотный ряд,22.0,1037.0,0.0,4.0,0.0,11.0,11.0,4.0,1.0,2023,6,26,0
БУТОВСКАЯ ЛИНИЯ,Ул. Горчакова - Ул. Горчакова,13.0,469.0,0.0,4.0,6.0,4.0,4.0,4.0,5.0,2023,6,8,0
СОКОЛЬНИЧЕСКАЯ,Фрунзенская - Фрунзенская,10.0,1242.0,0.0,3.0,4.0,8.0,8.0,3.0,5.0,2023,5,24,0
БКЛ,Мнёвники - Мнёвники,10.0,12.0,,,,,,,,2023,1,7,2
ТАГАНСК-КРАСНОПР,Выхино - Выхино,20.0,116.0,0.0,0.0,0.0,15.0,15.0,4.0,4.0,2023,2,6,1
НЕКРАСОВСКАЯ,Нижегородская - Нижегородская,23.0,459.0,,,,,,,,2023,2,4,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,23.0,128.0,0.0,4.0,4.0,8.0,8.0,4.0,13.0,2023,5,7,1
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,1.0,1.0,,,,,,,,2023,6,16,2
БУТОВСКАЯ ЛИНИЯ,Битцевский парк - Битцевский парк,15.0,239.0,,,,,,,,2023,8,14,0
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,17.0,416.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,7,1,1
ЛЮБЛИНСКАЯ,Трубная - Трубная,11.0,401.0,0.0,5.0,7.0,11.0,11.0,5.0,5.0,2023,8,17,1
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,20.0,418.0,0.0,3.0,0.0,8.0,8.0,3.0,2.0,2023,2,26,0
ЛЮБЛИНСКАЯ,Марьино - Марьино,19.0,364.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,1,24,1
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,23.0,18.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,24,0
СОЛНЦЕВСКАЯ ЛИН.,Мичуринский пр-т - Мичуринский пр-т,15.0,172.0,,,,,,,,2023,2,16,0
СОЛНЦЕВСКАЯ ЛИН.,Рассказовка - Рассказовка,1.0,3.0,,,,,,,,2023,4,12,2
КАЛИНИНСКАЯ,Марксистская - Марксистская,16.0,1174.0,0.0,4.0,8.0,14.0,14.0,4.0,5.0,2023,3,11,1
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,16.0,133.0,0.0,4.0,7.0,9.0,9.0,4.0,13.0,2023,8,7,1
МЦК,Сокол. гора МЦК - Сокол. гора МЦК,14.0,198.0,,,,,,,,2023,2,23,0
ЗАМОСКВОРЕЦКАЯ,Домодедовская - Домодедовская,9.0,566.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,2,0
СЕРПУХОВ-ТИМИРЯЗ,Пражская - Пражская,17.0,915.0,0.0,4.0,4.0,8.0,8.0,4.0,2.0,2023,1,29,0
ЛЮБЛИНСКАЯ,Борисово - Борисово,20.0,159.0,0.0,4.0,6.0,7.0,7.0,4.0,13.0,2023,5,22,1
БКЛ,Печатники БКЛ - Печатники БКЛ,6.0,56.0,,,,,,,,2023,7,22,2
СЕРПУХОВ-ТИМИРЯЗ,Чертановская - Чертановская,18.0,441.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,30,0
ЗАМОСКВОРЕЦКАЯ,Домодедовская - Домодедовская,22.0,759.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,15,0
ТАГАНСК-КРАСНОПР,Беговая - Беговая,2.0,1.0,2.0,4.0,0.0,7.0,7.0,4.0,12.0,2023,2,3,2
БКЛ,Каховская - Каховская,12.0,530.0,0.0,4.0,6.0,8.0,8.0,4.0,2.0,2023,3,15,0
ЗАМОСКВОРЕЦКАЯ,Маяковская - Маяковская,22.0,173.0,0.0,4.0,0.0,9.0,9.0,0.0,2.0,2023,3,11,0
ЗАМОСКВОРЕЦКАЯ,Красногвардейск. - Красногвардейск.,0.0,26.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,6,10,2
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,5.0,92.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,8,16,2
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,14.0,772.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,13,0
СОЛНЦЕВСКАЯ ЛИН.,Рассказовка - Рассказовка,14.0,220.0,,,,,,,,2023,2,4,0
БКЛ,Каховская - Каховская,22.0,285.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,1,31,0
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,7.0,351.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,2,17,2
БКЛ,Каховская - Каховская,17.0,732.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,5,11,0
СОКОЛЬНИЧЕСКАЯ,Комсомольск(Сок) - Комсомольск(Сок),23.0,355.0,,,,,,,,2023,3,2,0
ТАГАНСК-КРАСНОПР,Текстильщики - Текстильщики,12.0,994.0,,,,,,,,2023,3,30,0
ФИЛЁВСКАЯ,Александр. сад - Александр. сад,21.0,931.0,0.0,4.0,4.0,8.0,8.0,10.0,5.0,2023,7,17,1
СЕРПУХОВ-ТИМИРЯЗ,Боровицкая - Боровицкая,13.0,223.0,0.0,4.0,3.0,8.0,8.0,6.0,5.0,2023,1,23,1
ТАГАНСК-КРАСНОПР,Котельники - Котельники,21.0,438.0,,,,,,,,2023,6,28,0
СОЛНЦЕВСКАЯ ЛИН.,Ломоносовск.пр-т - Ломоносовск.пр-т,21.0,99.0,,,,,,,,2023,2,28,0
КАЛУЖСКО-РИЖСКАЯ,Коньково - Коньково,5.0,117.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,8,11,2
БКЛ,Сокольники БКЛ - Сокольники БКЛ,18.0,727.0,,,,,,,,2023,5,13,0
КАЛУЖСКО-РИЖСКАЯ,Калужская - Калужская,15.0,1040.0,0.0,4.0,0.0,6.0,6.0,4.0,2.0,2023,4,1,0
БКЛ,Воронцовская - Воронцовская,12.0,229.0,,,,,,,,2023,5,21,0
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,8.0,486.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,23,0
ФИЛЁВСКАЯ,Пионерская - Пионерская,8.0,444.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,5,22,2
СЕРПУХОВ-ТИМИРЯЗ,Нагорная - Нагорная,1.0,10.0,0.0,4.0,5.0,8.0,8.0,4.0,5.0,2023,3,28,2
КОЛЬЦЕВАЯ,Комсомольская КЛ - Комсомольская КЛ,16.0,1117.0,0.0,4.0,0.0,41.0,41.0,19.0,9.0,2023,5,25,1
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,14.0,376.0,,,,,,,,2023,4,28,0
ТАГАНСК-КРАСНОПР,Щукинская - Щукинская,1.0,1.0,0.0,4.0,5.0,9.0,9.0,4.0,12.0,2023,6,18,1
ММТС,Ул. Ак. Королёва - Ул. Ак. Королёва,8.0,2.0,,,,,,,,2023,6,10,2
СЕРПУХОВ-ТИМИРЯЗ,Севастопольская - Севастопольская,9.0,1108.0,0.0,4.0,5.0,8.0,8.0,4.0,5.0,2023,2,7,0
ЛЮБЛИНСКАЯ,Римская - Римская,6.0,487.0,0.0,2.0,8.0,6.0,6.0,4.0,5.0,2023,4,19,2
МЦК,Белокаменная МЦК - Белокаменная МЦК,17.0,115.0,,,,,,,,2023,8,9,0
КАЛУЖСКО-РИЖСКАЯ,Китай-город КРЛ - Китай-город КРЛ,21.0,1497.0,0.0,10.0,0.0,16.0,16.0,9.0,2.0,2023,7,16,1
ТАГАНСК-КРАСНОПР,Щукинская - Щукинская,17.0,542.0,0.0,4.0,5.0,7.0,7.0,4.0,13.0,2023,6,26,1
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,5.0,399.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,19,2
ЛЮБЛИНСКАЯ,Волжская - Волжская,11.0,151.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,2,1,1
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,22.0,415.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,13,0
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,20.0,1441.0,0.0,2.0,3.0,6.0,6.0,2.0,1.0,2023,4,7,0
ТАГАНСК-КРАСНОПР,Щукинская - Щукинская,22.0,921.0,0.0,4.0,5.0,9.0,9.0,4.0,12.0,2023,2,10,1
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,17.0,904.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,1,5,0
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,16.0,590.0,0.0,4.0,0.0,6.0,6.0,4.0,4.0,2023,3,11,0
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,5.0,338.0,0.0,4.0,4.0,7.0,7.0,4.0,2.0,2023,3,24,2
БКЛ,Петровский парк - Петровский парк,19.0,271.0,,,,,,,,2023,4,8,0
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,18.0,442.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,5,4,0
СЕРПУХОВ-ТИМИРЯЗ,Б-р Дм. Донского - Б-р Дм. Донского,15.0,914.0,0.0,0.0,4.0,4.0,4.0,0.0,17.0,2023,2,12,0
МЦК,Дел. центр МЦК - Дел. центр МЦК,22.0,645.0,,,,,,,,2023,3,1,0
СОЛНЦЕВСКАЯ ЛИН.,Говорово - Говорово,18.0,454.0,,,,,,,,2023,1,4,0
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,6.0,649.0,0.0,4.0,4.0,7.0,7.0,4.0,1.0,2023,5,20,2
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,5.0,201.0,1.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,6,10,2
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,13.0,714.0,0.0,3.0,4.0,7.0,7.0,3.0,3.0,2023,8,3,0
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,23.0,211.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,1,27,1
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,9.0,1276.0,0.0,4.0,4.0,8.0,8.0,4.0,13.0,2023,7,20,1
СОКОЛЬНИЧЕСКАЯ,Преображенск. пл - Преображенск. пл,12.0,866.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,2,3,0
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,14.0,586.0,0.0,3.0,0.0,8.0,8.0,3.0,3.0,2023,6,24,0
БКЛ,Аминьевская - Аминьевская,15.0,150.0,,,,,,,,2023,5,2,0
МЦК,Андроновка МЦК - Андроновка МЦК,11.0,110.0,,,,,,,,2023,4,16,2
ТАГАНСК-КРАСНОПР,Жулебино - Жулебино,5.0,308.0,,,,,,,,2023,6,5,2
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,15.0,1161.0,0.0,4.0,0.0,13.0,13.0,4.0,13.0,2023,8,19,1
СОЛНЦЕВСКАЯ ЛИН.,Боровское шоссе - Боровское шоссе,11.0,160.0,,,,,,,,2023,6,8,2
СОКОЛЬНИЧЕСКАЯ,Пр-т Вернадск.СЛ - Пр-т Вернадск.СЛ,5.0,81.0,0.0,3.0,0.0,6.0,6.0,3.0,1.0,2023,7,22,2
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,1.0,2.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,2,9,2
СЕРПУХОВ-ТИМИРЯЗ,Южная - Южная,20.0,295.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,2,5,0
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,6.0,61.0,0.0,4.0,0.0,6.0,6.0,6.0,1.0,2023,3,5,2
МИНИМЕТРО,Выставочная - Выставочная,9.0,199.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,2023,7,20,2
СОКОЛЬНИЧЕСКАЯ,Саларьево - Саларьево,7.0,1232.0,,,,,,,,2023,7,30,0
СЕРПУХОВ-ТИМИРЯЗ,Пражская - Пражская,21.0,728.0,0.0,4.0,4.0,8.0,8.0,4.0,2.0,2023,1,13,0
