line,trip,hour,num_val,output_escalator_count,output_doors_count,output_turnstile_count,input_turnstile_total_bandwidth,input_turnstile_count,input_doors_count,entry_id,year,month,day,cluster
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,13.0,446.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,5,28,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,23.0,378.0,0.0,0.0,10.0,12.0,12.0,3.0,0.0,2023,7,28,0
АРБАТСК-ПОКРОВСК,Молодёжная - Молодёжная,7.0,631.0,0.0,4.0,5.0,7.0,7.0,4.0,3.0,2023,8,20,0
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,13.0,760.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,16,0
АРБАТСК-ПОКРОВСК,Славянский бульв - Славянский бульв,12.0,1.0,0.0,4.0,7.0,11.0,11.0,4.0,4.0,2023,7,5,1
АРБАТСК-ПОКРОВСК,Строгино - Строгино,21.0,724.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,5,25,1
ТАГАНСК-КРАСНОПР,Беговая - Беговая,17.0,257.0,2.0,4.0,0.0,7.0,7.0,4.0,13.0,2023,2,23,1
АРБАТСК-ПОКРОВСК,Пятницкое шоссе - Пятницкое шоссе,18.0,110.0,,,,,,,,2023,6,25,0
ЗАМОСКВОРЕЦКАЯ,Водный Стадион - Водный Стадион,8.0,713.0,1.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,5,7,0
БКЛ,Кунцевская БКЛ - Кунцевская БКЛ,21.0,155.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,6,8,0
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,11.0,537.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,2,27,0
ТАГАНСК-КРАСНОПР,Полежаевская - Полежаевская,12.0,663.0,1.0,4.0,5.0,11.0,11.0,4.0,12.0,2023,6,13,1
БКЛ,ЦСКА - ЦСКА,16.0,382.0,,,,,,,,2023,4,17,0
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,11.0,132.0,0.0,4.0,0.0,6.0,6.0,4.0,4.0,2023,7,16,2
БКЛ,Авиамоторная БКЛ - Авиамоторная БКЛ,10.0,656.0,,,,,,,,2023,4,18,0
ЗАМОСКВОРЕЦКАЯ,Белорусская ЗЛ - Белорусская ЗЛ,14.0,1152.0,0.0,3.0,0.0,11.0,11.0,5.0,5.0,2023,2,10,1
СЕРПУХОВ-ТИМИРЯЗ,Б-р Дм. Донского - Б-р Дм. Донского,23.0,151.0,0.0,4.0,5.0,12.0,12.0,4.0,2.0,2023,3,3,1
КАЛУЖСКО-РИЖСКАЯ,ВДНХ - ВДНХ,13.0,1162.0,0.0,4.0,0.0,9.0,9.0,4.0,2.0,2023,5,25,0
БКЛ,Дел. центр БКЛ - Дел. центр БКЛ,7.0,68.0,,,,,,,,2023,4,1,2
БКЛ,Каховская - Каховская,12.0,353.0,0.0,4.0,6.0,8.0,8.0,4.0,1.0,2023,4,17,0
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,7.0,933.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,4,6,0
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,6.0,11.0,,,,,,,,2023,2,26,2
ФИЛЁВСКАЯ,Пионерская - Пионерская,9.0,225.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,7,3,2
БКЛ,Кленовый бульвар - Кленовый бульвар,0.0,43.0,,,,,,,,2023,6,5,2
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,8.0,569.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,2023,8,14,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,0.0,53.0,0.0,3.0,4.0,7.0,7.0,3.0,3.0,2023,1,7,2
БКЛ,Шелепиха - Шелепиха,19.0,700.0,,,,,,,,2023,7,18,0
СОЛНЦЕВСКАЯ ЛИН.,Говорово - Говорово,13.0,450.0,,,,,,,,2023,7,20,0
ТАГАНСК-КРАСНОПР,Сходненская - Сходненская,0.0,73.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,4,27,2
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,5.0,111.0,0.0,4.0,8.0,11.0,11.0,4.0,1.0,2023,4,7,2
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,17.0,1152.0,0.0,4.0,0.0,13.0,13.0,4.0,13.0,2023,2,26,1
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,11.0,462.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,7,23,0
АРБАТСК-ПОКРОВСК,Щёлковская - Щёлковская,0.0,59.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,8,20,2
ЛЮБЛИНСКАЯ,Борисово - Борисово,19.0,337.0,0.0,4.0,6.0,9.0,9.0,4.0,12.0,2023,4,4,1
ФИЛЁВСКАЯ,Кунцевская ФЛ - Кунцевская ФЛ,17.0,298.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,7,4,0
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,6.0,67.0,0.0,4.0,0.0,6.0,6.0,6.0,1.0,2023,6,19,2
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,12.0,126.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,7,9,2
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,14.0,330.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,1,5,0
ФИЛЁВСКАЯ,Александр. сад - Александр. сад,10.0,287.0,0.0,4.0,4.0,8.0,8.0,10.0,5.0,2023,7,19,1
ЗАМОСКВОРЕЦКАЯ,Динамо - Динамо,8.0,511.0,0.0,4.0,0.0,12.0,12.0,6.0,2.0,2023,7,12,1
ЗАМОСКВОРЕЦКАЯ,Речной вокзал - Речной вокзал,18.0,408.0,2.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,1,8,0
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,0.0,24.0,,,,,,,,2023,6,28,2
КАЛУЖСКО-РИЖСКАЯ,Ботанический сад - Ботанический сад,9.0,609.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,7,23,0
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,11.0,709.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,2,16,0
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,9.0,269.0,0.0,4.0,7.0,9.0,9.0,4.0,13.0,2023,7,26,1
ММТС,Ул. Ак. Королёва - Ул. Ак. Королёва,17.0,20.0,,,,,,,,2023,1,16,0
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,12.0,646.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,16,0
ЛЮБЛИНСКАЯ,Марьино - Марьино,17.0,553.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,4,25,1
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,23.0,71.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,3,2,0
ТАГАНСК-КРАСНОПР,Жулебино - Жулебино,18.0,595.0,,,,,,,,2023,1,19,0
ФИЛЁВСКАЯ,Смоленская ФЛ - Смоленская ФЛ,17.0,1069.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,2023,5,17,0
СОЛНЦЕВСКАЯ ЛИН.,Озёрная - Озёрная,14.0,78.0,,,,,,,,2023,1,6,2
СЕРПУХОВ-ТИМИРЯЗ,Полянка - Полянка,5.0,23.0,0.0,5.0,8.0,9.0,9.0,5.0,5.0,2023,8,3,2
БКЛ,Савёловская БКЛ - Савёловская БКЛ,23.0,107.0,,,,,,,,2023,6,12,0
СОКОЛЬНИЧЕСКАЯ,Университет - Университет,15.0,836.0,0.0,4.0,0.0,10.0,10.0,6.0,2.0,2023,7,22,1
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,20.0,200.0,,,,,,,,2023,3,27,0
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,14.0,280.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,3,11,0
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,6.0,36.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,2023,6,26,2
КАЛУЖСКО-РИЖСКАЯ,Калужская - Калужская,23.0,196.0,0.0,4.0,0.0,6.0,6.0,4.0,2.0,2023,7,29,0
ЛЮБЛИНСКАЯ,Марьино - Марьино,14.0,381.0,0.0,4.0,5.0,7.0,7.0,4.0,13.0,2023,5,12,1
ФИЛЁВСКАЯ,Фили - Фили,20.0,133.0,0.0,0.0,12.0,4.0,4.0,3.0,3.0,2023,3,18,0
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,23.0,26.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,2023,1,23,0
БКЛ,Каширская - Каширская,3.0,1.0,1.0,4.0,6.0,9.0,9.0,6.0,1.0,2023,3,22,2
БКЛ,Рижская БКЛ - Рижская БКЛ,13.0,299.0,,,,,,,,2023,7,7,0
СЕРПУХОВ-ТИМИРЯЗ,Чертановская - Чертановская,14.0,747.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,8,14,0
ТАГАНСК-КРАСНОПР,Полежаевская - Полежаевская,8.0,320.0,1.0,4.0,5.0,11.0,11.0,4.0,12.0,2023,3,5,1
БУТОВСКАЯ ЛИНИЯ,Ул. Скобелевская - Ул. Скобелевская,15.0,205.0,0.0,3.0,8.0,4.0,4.0,3.0,13.0,2023,7,11,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,6.0,336.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,1,4,2
ТАГАНСК-КРАСНОПР,Пролетарская - Пролетарская,2.0,1.0,0.0,4.0,0.0,8.0,8.0,4.0,4.0,2023,7,27,2
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,1.0,3.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,6,26,2
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,13.0,789.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,10,0
БКЛ,Воронцовская - Воронцовская,9.0,130.0,,,,,,,,2023,6,7,2
БКЛ,Воронцовская - Воронцовская,1.0,5.0,,,,,,,,2023,3,7,2
БУТОВСКАЯ ЛИНИЯ,Битцевский парк - Битцевский парк,18.0,265.0,,,,,,,,2023,8,1,0
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,10.0,1019.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,3,1,1
КАЛУЖСКО-РИЖСКАЯ,ВДНХ - ВДНХ,7.0,790.0,0.0,4.0,0.0,9.0,9.0,4.0,2.0,2023,6,3,0
БКЛ,Зюзино - Зюзино,21.0,275.0,,,,,,,,2023,1,21,0
СЕРПУХОВ-ТИМИРЯЗ,Нагорная - Нагорная,14.0,530.0,0.0,4.0,5.0,8.0,8.0,4.0,5.0,2023,8,5,0
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,21.0,160.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,7,31,0
СОЛНЦЕВСКАЯ ЛИН.,Говорово - Говорово,23.0,116.0,,,,,,,,2023,5,14,0
КАЛУЖСКО-РИЖСКАЯ,Шаболовская - Шаболовская,1.0,1.0,0.0,4.0,10.0,7.0,7.0,4.0,5.0,2023,7,15,2
ТАГАНСК-КРАСНОПР,Беговая - Беговая,18.0,308.0,2.0,4.0,0.0,7.0,7.0,4.0,12.0,2023,7,30,1
БКЛ,Петровский парк - Петровский парк,12.0,238.0,,,,,,,,2023,1,26,2
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,16.0,581.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,7,6,0
АРБАТСК-ПОКРОВСК,Молодёжная - Молодёжная,1.0,2.0,0.0,4.0,5.0,7.0,7.0,4.0,3.0,2023,7,2,2
МЦК,ЗИЛ МЦК - ЗИЛ МЦК,10.0,315.0,,,,,,,,2023,2,17,2
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,20.0,885.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,6,15,0
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,19.0,510.0,0.0,3.0,5.0,5.0,5.0,3.0,1.0,2023,7,4,0
БКЛ,Рижская БКЛ - Рижская БКЛ,15.0,333.0,,,,,,,,2023,3,20,0
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,17.0,394.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,7,27,1
СОКОЛЬНИЧЕСКАЯ,Пр-т Вернадского - Пр-т Вернадского,10.0,977.0,,,,,,,,2023,3,13,0
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,7.0,552.0,0.0,3.0,5.0,5.0,5.0,3.0,2.0,2023,2,12,2
БКЛ,Шелепиха - Шелепиха,5.0,38.0,,,,,,,,2023,8,13,2
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,14.0,268.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,6,21,0
КАЛИНИНСКАЯ,Новокосино - Новокосино,1.0,7.0,,,,,,,,2023,7,10,2
ФИЛЁВСКАЯ,Смоленская ФЛ - Смоленская ФЛ,13.0,402.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,2023,6,20,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,23.0,425.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,2,23,0
НЕКРАСОВСКАЯ,Лухмановская - Лухмановская,7.0,301.0,,,,,,,,2023,4,30,2
КОЛЬЦЕВАЯ,Добрынинская - Добрынинская,0.0,255.0,0.0,3.0,6.0,10.0,10.0,6.0,5.0,2023,4,20,2
ТАГАНСК-КРАСНОПР,Сходненская - Сходненская,14.0,669.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,5,16,1
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,15.0,645.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,2,13,0
АРБАТСК-ПОКРОВСК,Волоколамская - Волоколамская,13.0,471.0,0.0,0.0,5.0,12.0,12.0,4.0,0.0,2023,7,3,0
АРБАТСК-ПОКРОВСК,Строгино - Строгино,20.0,756.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,4,13,1
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,8.0,261.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,7,2,2
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,11.0,41.0,1.0,8.0,15.0,19.0,19.0,8.0,2.0,2023,7,30,1
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,16.0,1189.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,22,0
КАЛУЖСКО-РИЖСКАЯ,Октябрьская Р - Октябрьская Р,1.0,3.0,,,,,,,,2023,4,7,2
АРБАТСК-ПОКРОВСК,Электрозав-я АПЛ - Электрозав-я АПЛ,14.0,1438.0,0.0,4.0,0.0,9.0,9.0,4.0,5.0,2023,7,8,0
ЗАМОСКВОРЕЦКАЯ,Войковская - Войковская,1.0,7.0,0.0,3.0,0.0,9.0,9.0,3.0,2.0,2023,4,22,2
АРБАТСК-ПОКРОВСК,Пл. Революции - Пл. Революции,8.0,163.0,0.0,6.0,8.0,13.0,13.0,4.0,3.0,2023,7,2,1
ФИЛЁВСКАЯ,Кутузовская - Кутузовская,1.0,1.0,,,,,,,,2023,2,2,2
СОКОЛЬНИЧЕСКАЯ,Пр-т Вернадск.СЛ - Пр-т Вернадск.СЛ,9.0,1437.0,0.0,4.0,0.0,6.0,6.0,4.0,2.0,2023,6,1,0
БКЛ,Шелепиха - Шелепиха,5.0,40.0,,,,,,,,2023,5,24,2
НЕКРАСОВСКАЯ,Нижегородская - Нижегородская,18.0,1488.0,,,,,,,,2023,5,25,0
МЦК,Измайлово МЦК - Измайлово МЦК,6.0,725.0,,,,,,,,2023,3,27,0
КАЛУЖСКО-РИЖСКАЯ,Калужская - Калужская,11.0,1116.0,0.0,4.0,0.0,6.0,6.0,4.0,1.0,2023,6,6,0
ЗАМОСКВОРЕЦКАЯ,Алма-Атинская - Алма-Атинская,7.0,266.0,,,,,,,,2023,6,25,2
ЗАМОСКВОРЕЦКАЯ,Технопарк - Технопарк,21.0,599.0,,,,,,,,2023,5,13,0
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,15.0,620.0,0.0,3.0,0.0,7.0,7.0,3.0,2.0,2023,3,28,0
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,11.0,257.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,7,28,1
ЗАМОСКВОРЕЦКАЯ,Кантемировская - Кантемировская,9.0,1238.0,0.0,4.0,5.0,9.0,9.0,4.0,2.0,2023,7,31,0
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,4.0,2.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,2,18,2
КОЛЬЦЕВАЯ,Белорусская КЛ - Белорусская КЛ,20.0,1330.0,0.0,4.0,0.0,8.0,8.0,4.0,3.0,2023,5,19,0
БКЛ,Воронцовская - Воронцовская,17.0,574.0,,,,,,,,2023,1,18,0
КОЛЬЦЕВАЯ,Курская КЛ - Курская КЛ,0.0,43.0,0.0,2.0,2.0,9.0,9.0,2.0,10.0,2023,4,27,2
АРБАТСК-ПОКРОВСК,Молодёжная - Молодёжная,21.0,447.0,0.0,4.0,5.0,7.0,7.0,4.0,4.0,2023,1,27,0
НЕКРАСОВСКАЯ,Нижегородская - Нижегородская,14.0,962.0,,,,,,,,2023,6,24,0
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,19.0,612.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,7,13,0
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,16.0,502.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,2023,1,27,0
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,18.0,957.0,1.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,3,6,0
КАЛУЖСКО-РИЖСКАЯ,Калужская - Калужская,12.0,850.0,0.0,4.0,0.0,6.0,6.0,4.0,1.0,2023,8,10,0
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,11.0,1231.0,1.0,8.0,15.0,19.0,19.0,8.0,2.0,2023,2,17,1
КАЛУЖСКО-РИЖСКАЯ,Октябрьская КРЛ - Октябрьская КРЛ,2.0,1.0,0.0,3.0,0.0,5.0,5.0,3.0,5.0,2023,5,24,2
АРБАТСК-ПОКРОВСК,Семёновская - Семёновская,20.0,1489.0,0.0,5.0,10.0,5.0,5.0,4.0,5.0,2023,7,3,0
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,5.0,41.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,1,2,2
КАЛИНИНСКАЯ,Ш. Энтузиастов - Ш. Энтузиастов,17.0,760.0,0.0,5.0,8.0,13.0,13.0,5.0,5.0,2023,6,25,1
ЛЮБЛИНСКАЯ,Кожуховская - Кожуховская,10.0,566.0,0.0,2.0,7.0,7.0,7.0,2.0,5.0,2023,3,5,0
СОКОЛЬНИЧЕСКАЯ,Юго-западная - Юго-западная,7.0,660.0,0.0,4.0,0.0,10.0,10.0,4.0,2.0,2023,4,22,0
СЕРПУХОВ-ТИМИРЯЗ,Нагатинская - Нагатинская,12.0,262.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,2,0
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,14.0,199.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,7,26,0
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,10.0,1344.0,0.0,4.0,4.0,7.0,7.0,4.0,1.0,2023,6,15,0
СЕРПУХОВ-ТИМИРЯЗ,Южная - Южная,23.0,97.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,3,0
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,15.0,719.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,7,4,0
КАЛУЖСКО-РИЖСКАЯ,Коньково - Коньково,18.0,1205.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,1,17,0
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,9.0,421.0,0.0,3.0,4.0,5.0,5.0,3.0,2.0,2023,7,2,2
ЗАМОСКВОРЕЦКАЯ,Домодедовская - Домодедовская,15.0,1032.0,0.0,4.0,5.0,9.0,9.0,4.0,2.0,2023,5,23,0
АРБАТСК-ПОКРОВСК,Пятницкое шоссе - Пятницкое шоссе,22.0,215.0,,,,,,,,2023,5,28,0
КОЛЬЦЕВАЯ,Белорусская КЛ - Белорусская КЛ,1.0,3.0,0.0,5.0,8.0,10.0,10.0,5.0,4.0,2023,2,15,2
СЕРПУХОВ-ТИМИРЯЗ,Боровицкая - Боровицкая,13.0,225.0,0.0,4.0,3.0,8.0,8.0,6.0,5.0,2023,8,18,1
АРБАТСК-ПОКРОВСК,Щёлковская - Щёлковская,0.0,122.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,3,8,2
ЛЮБЛИНСКАЯ,Люблино - Люблино,18.0,937.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,7,12,1
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,10.0,1012.0,0.0,4.0,5.0,8.0,8.0,4.0,4.0,2023,8,9,0
ЗАМОСКВОРЕЦКАЯ,Коломенская - Коломенская,13.0,666.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,7,20,0
ЛЮБЛИНСКАЯ,Крест. застава - Крест. застава,23.0,130.0,0.0,5.0,8.0,6.0,6.0,5.0,5.0,2023,7,1,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,6.0,1083.0,0.0,3.0,4.0,7.0,7.0,3.0,3.0,2023,4,18,0
БКЛ,Каховская - Каховская,15.0,413.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,12,0
БКЛ,Петровский парк - Петровский парк,20.0,321.0,,,,,,,,2023,1,19,0
ЗАМОСКВОРЕЦКАЯ,Ховрино - Ховрино,23.0,90.0,,,,,,,,2023,1,16,0
МИНИМЕТРО,Выставочная - Выставочная,1.0,3.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,2023,3,11,2
АРБАТСК-ПОКРОВСК,Строгино - Строгино,23.0,159.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,8,9,1
СОЛНЦЕВСКАЯ ЛИН.,Солнцево - Солнцево,1.0,2.0,,,,,,,,2023,8,6,2
СОКОЛЬНИЧЕСКАЯ,Преображенск. пл - Преображенск. пл,0.0,88.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,1,14,2
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,0.0,66.0,0.0,4.0,4.0,7.0,7.0,4.0,1.0,2023,4,8,2
ЗАМОСКВОРЕЦКАЯ,Маяковская - Маяковская,10.0,309.0,0.0,4.0,0.0,11.0,11.0,3.0,1.0,2023,3,24,2
БКЛ,Савёловская БКЛ - Савёловская БКЛ,18.0,430.0,,,,,,,,2023,5,21,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,23.0,114.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,6,19,0
ТАГАНСК-КРАСНОПР,Планерная - Планерная,7.0,323.0,2.0,4.0,2.0,12.0,12.0,4.0,13.0,2023,4,15,1
БУТОВСКАЯ ЛИНИЯ,Ул. Скобелевская - Ул. Скобелевская,19.0,160.0,0.0,3.0,8.0,4.0,4.0,3.0,13.0,2023,6,12,0
АРБАТСК-ПОКРОВСК,Волоколамская - Волоколамская,1.0,1.0,0.0,0.0,5.0,12.0,12.0,4.0,0.0,2023,4,22,2
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,6.0,336.0,0.0,3.0,0.0,10.0,10.0,3.0,1.0,2023,8,18,2
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,14.0,829.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,3,28,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,23.0,118.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,6,1,0
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,1.0,8.0,0.0,3.0,0.0,6.0,6.0,3.0,3.0,2023,4,1,2
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,18.0,1078.0,0.0,3.0,5.0,5.0,5.0,3.0,2.0,2023,1,12,0
КОЛЬЦЕВАЯ,Белорусская КЛ - Белорусская КЛ,7.0,332.0,0.0,4.0,0.0,8.0,8.0,4.0,3.0,2023,5,23,2
ЛЮБЛИНСКАЯ,Фонвизинская - Фонвизинская,1.0,7.0,,,,,,,,2023,8,15,2
ЗАМОСКВОРЕЦКАЯ,Царицыно - Царицыно,5.0,637.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,11,2
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,15.0,1116.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,6,5,0
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,0.0,14.0,1.0,8.0,15.0,19.0,19.0,8.0,2.0,2023,7,22,1
ЗАМОСКВОРЕЦКАЯ,Речной вокзал - Речной вокзал,16.0,585.0,2.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,1,3,0
КОЛЬЦЕВАЯ,Комсомольская КЛ - Комсомольская КЛ,22.0,899.0,0.0,4.0,0.0,41.0,41.0,19.0,9.0,2023,8,3,1
ЗАМОСКВОРЕЦКАЯ,Ховрино - Ховрино,22.0,329.0,,,,,,,,2023,8,1,0
ТАГАНСК-КРАСНОПР,Жулебино - Жулебино,15.0,604.0,,,,,,,,2023,4,2,0
ЛЮБЛИНСКАЯ,Печатники - Печатники,13.0,1159.0,,,,,,,,2023,3,21,0
АРБАТСК-ПОКРОВСК,Славянский бульв - Славянский бульв,21.0,1104.0,0.0,4.0,7.0,10.0,10.0,4.0,3.0,2023,3,8,0
ЛЮБЛИНСКАЯ,Трубная - Трубная,9.0,6.0,0.0,5.0,7.0,11.0,11.0,5.0,5.0,2023,7,24,1
ЛЮБЛИНСКАЯ,Марьино - Марьино,16.0,327.0,0.0,4.0,5.0,7.0,7.0,4.0,13.0,2023,7,29,1
